OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND
"200067","11","0","02","002","2019","09","20","4","2","0","1","2","0","0","0","1","0","0",799796.52233299997,5825719.79466999974,13.41740124800,52.49902250500,"1"
"200068","11","0","04","004","2019","10","15","3","3","0","1","0","0","1","0","0","0","1",791803.76734799996,5825397.53235999960,13.29971354200,52.50046613800,"1"
"200069","11","0","05","005","2019","09","16","4","3","6","4","0","0","1","1","0","0","0",781605.64399100002,5830242.05862999894,13.15398403700,52.54926351900,"1"
"200070","11","0","05","005","2019","10","15","3","3","0","7","0","0","0","0","1","0","0",785201.50989400002,5829781.66038000025,13.20647711000,52.54326483000,"1"
"200071","11","0","04","004","2019","09","16","4","3","0","6","0","0","1","0","1","0","0",793467.49779900000,5824700.01628999971,13.32353836000,52.49332100000,"1"
"200072","11","0","04","004","2019","10","15","3","2","5","2","0","0","1","0","0","0","0",791475.62595699995,5828279.11185999960,13.29741722300,52.52647454900,"1"
"200073","11","0","01","001","2019","09","18","4","3","0","7","1","0","0","0","1","0","0",796903.24274300004,5831902.88093999960,13.38042686600,52.55602885000,"1"
"200074","11","0","04","004","2019","10","15","3","3","2","6","0","1","1","0","0","0","0",793741.66855299997,5826505.93035999965,13.32915807900,52.50936268600,"0"
"200075","11","0","02","002","2019","10","14","3","2","3","6","0","0","1","0","0","1","0",801781.89022299997,5828940.06677999999,13.44947970000,52.52679179700,"1"
"200076","11","0","05","005","2019","09","16","4","3","4","1","0","0","1","0","0","0","0",787172.51770299999,5830660.96731000021,13.23622205100,52.55011299200,"1"
"200077","11","0","01","001","2019","09","08","4","3","5","2","0","1","1","0","0","0","0",794396.66299099999,5827608.57686000038,13.33975686000,52.51889414300,"0"
"200078","11","0","02","002","2019","10","14","3","3","3","6","0","1","1","0","0","0","0",801899.09225400002,5828928.05499999970,13.45119115800,52.52661924800,"1"
"200079","11","0","01","001","2019","10","14","3","3","2","6","0","0","1","0","0","0","1",795446.51560100005,5831558.23603000026,13.35869576200,52.55373164900,"1"
"200080","11","0","01","001","2019","09","08","4","3","2","6","0","1","1","0","0","0","0",797956.75801600004,5827067.00645999983,13.39158540100,52.51210619000,"1"
"200081","11","0","05","005","2019","10","14","3","3","5","3","0","1","1","0","0","0","0",785075.16155800002,5829890.50645999983,13.20471245300,52.54430685900,"1"
"200082","11","0","02","002","2019","09","16","4","3","8","1","0","0","1","1","0","0","0",800735.70810699998,5826521.41770000011,13.43191889400,52.50569094300,"1"
"200083","11","0","02","002","2019","10","14","3","3","2","3","0","0","1","0","0","0","0",800144.21302699996,5827333.28280999977,13.42396241400,52.51329370400,"1"
"200084","11","0","11","011","2019","09","16","4","3","5","3","0","1","1","0","0","0","0",804119.39782299998,5831903.76932999957,13.48654218000,52.55205535600,"1"
"200085","11","0","04","004","2019","10","14","3","3","5","2","0","1","1","0","0","0","0",793881.24555899994,5826957.55449999962,13.33160757500,52.51333608500,"1"
"200086","11","0","06","006","2019","09","16","4","3","0","6","0","0","0","0","1","0","0",795531.08538399998,5819931.78038000036,13.34962128700,52.44946376000,"1"
"200087","11","0","04","004","2019","10","14","3","3","6","4","0","1","0","1","0","0","0",792954.18055000005,5825471.50069999974,13.31667772500,52.50051285400,"1"
"200088","11","0","07","007","2019","09","15","4","3","5","3","1","0","1","0","0","0","0",797014.54514399997,5820706.50067999959,13.37207497600,52.45560449500,"1"
"200089","11","0","07","007","2019","10","13","3","3","2","6","0","0","1","0","1","0","0",798247.04866400000,5818947.30912000034,13.38858927200,52.43916418200,"1"
"200090","11","0","05","005","2019","09","15","4","3","2","6","0","0","1","0","0","0","0",784464.52498400002,5831704.00165999960,13.19728606700,52.56088581200,"1"
"200091","11","0","04","004","2019","10","13","3","3","2","6","0","0","1","0","0","0","0",793170.70463099994,5826096.08633000031,13.32040829200,52.50599574300,"1"
"200092","11","0","04","004","2019","10","12","3","3","2","6","0","0","1","0","0","0","0",791942.69258799998,5824762.73562000040,13.30119792900,52.49470097300,"1"
"200093","11","0","06","006","2019","09","12","4","3","2","6","0","0","1","0","0","0","1",795709.64904000005,5818214.57555000018,13.35072161500,52.43397359200,"1"
"200094","11","0","01","001","2019","10","12","3","3","5","3","0","1","0","0","0","0","1",796155.78125700005,5832271.12648999970,13.36976252200,52.55973676500,"1"
"200095","11","0","01","001","2019","09","15","4","3","2","6","0","0","1","0","1","0","0",796858.49886000005,5831940.53182999976,13.37980249700,52.55639073700,"1"
"200096","11","0","12","012","2019","10","11","3","3","2","3","0","0","1","0","0","0","1",793589.46925700002,5836124.58449000027,13.33542769600,52.59567022400,"1"
"200097","11","0","02","002","2019","09","12","4","3","5","3","0","1","1","0","0","0","0",800769.09713500005,5828490.69043000042,13.43418930700,52.52332361600,"1"
"200098","11","0","09","009","2019","10","11","3","3","2","6","0","0","1","0","0","0","0",813727.79861299996,5821729.16598000005,13.61821133600,52.45543298500,"1"
"200099","11","0","10","010","2019","09","12","4","3","0","1","0","0","0","0","1","0","0",811443.65490400000,5828147.24849999975,13.59070148900,52.51425410100,"1"
"200100","11","0","03","003","2019","10","11","3","3","6","4","0","0","1","1","0","0","0",799665.39429099998,5832817.34324000031,13.42187326100,52.56271268600,"1"
"200101","11","0","04","004","2019","10","08","3","2","5","7","0","0","1","0","0","0","0",791700.06360100000,5827390.72843999974,13.29993696500,52.51839030600,"1"
"200102","11","0","07","007","2019","09","11","4","3","1","5","0","0","1","0","0","0","0",795993.82768700004,5816303.91335999966,13.35319885700,52.41669207200,"1"
"200103","11","0","03","003","2019","09","11","4","3","6","4","0","0","1","1","0","0","0",800562.66479499999,5829814.30673999991,13.43235240200,52.53530134200,"1"
"200104","11","0","03","003","2019","10","07","3","3","2","6","0","0","1","0","0","0","1",803632.08516000002,5833484.40538999904,13.48082304700,52.56649383500,"1"
"200105","11","0","09","009","2019","10","07","3","2","6","4","0","0","1","1","0","0","0",801482.67948799999,5824896.03834000044,13.44141986000,52.49071016600,"1"
"200106","11","0","04","004","2019","09","11","4","3","0","5","0","1","1","0","0","0","0",790858.31683000003,5824442.69204000011,13.28499101400,52.49241072000,"0"
"200107","11","0","11","011","2019","10","11","3","3","5","2","0","0","1","0","0","0","1",804136.39331499999,5831923.02438000031,13.48680970900,52.55221844100,"1"
"200108","11","0","06","006","2019","09","10","4","3","2","2","0","0","1","0","0","0","0",795496.25385800004,5818348.15875000041,13.34770986100,52.43528640600,"1"
"200109","11","0","03","003","2019","10","10","3","3","0","2","0","1","1","0","0","0","0",797150.19656499999,5838895.35362999979,13.39032987400,52.61857254300,"1"
"200110","11","0","09","009","2019","10","07","3","3","5","3","0","1","1","0","0","0","0",813761.84298199997,5821714.09917000029,13.61869655900,52.45527843100,"1"
"200111","11","0","07","007","2019","09","10","4","3","2","2","0","0","1","0","0","0","0",797861.33900000004,5821928.63599999994,13.38559079000,52.46609880300,"1"
"200112","11","0","02","002","2019","10","10","3","3","6","2","0","0","1","1","0","0","0",798318.18300399999,5825553.26463999972,13.39553907100,52.49833990600,"1"
"200113","11","0","01","001","2019","10","05","3","3","2","6","2","0","1","0","0","1","0",793678.41518699995,5828492.48146000039,13.32998244200,52.52720516300,"1"
"200114","11","0","04","004","2019","09","10","4","3","6","4","0","1","0","1","0","0","0",790971.18362799997,5827411.07168000005,13.28924313100,52.51896207800,"1"
"200115","11","0","04","004","2019","10","09","3","3","5","3","0","1","1","0","0","0","0",793354.49416500004,5824665.02407000028,13.32184785900,52.49306805400,"1"
"200116","11","0","02","002","2019","10","00","3","3","1","6","2","0","1","0","0","1","1",798787.10548200004,5825577.62786999904,13.40244807600,52.49830176400,"0"
"200117","11","0","06","006","2019","09","15","4","2","5","3","0","0","1","0","0","1","0",793241.08185299998,5816839.53168999963,13.31330858000,52.42297557300,"1"
"200118","11","0","03","003","2019","10","09","3","3","5","3","0","1","0","0","0","0","0",800328.29034299997,5831640.14083999954,13.43055806400,52.55179594100,"1"
"200119","11","0","01","001","2019","09","10","4","3","2","6","0","0","1","0","0","0","0",797543.64590600005,5831285.59332999960,13.38929186000,52.55014615800,"1"
"200120","11","0","11","011","2019","09","09","2","3","2","6","0","0","1","0","0","0","0",805754.50408500002,5833789.50279999990,13.51232042500,52.56804037400,"1"
"200121","11","0","08","008","2019","09","10","4","3","5","3","0","0","1","0","0","0","0",802146.67126900004,5817751.71490999963,13.44470402300,52.42630739100,"1"
"200122","11","0","01","001","2019","09","16","2","2","1","5","0","0","1","0","1","0","0",797110.01314099994,5828825.78804000001,13.38071583400,52.52833357000,"1"
"200123","11","0","01","001","2019","09","15","4","3","0","3","0","0","0","0","1","0","1",796215.37317000004,5830763.57962999959,13.36929395800,52.54619077400,"1"
"200124","11","0","10","010","2019","09","15","2","3","5","2","0","0","1","0","0","0","0",807798.80584599997,5830767.32077999972,13.53958567000,52.53980402400,"0"
"200125","11","0","06","006","2019","09","19","2","3","2","6","1","0","1","0","0","0","0",795372.91596799996,5819974.03330999892,13.34733799600,52.44992801100,"1"
"200126","11","0","09","009","2019","09","14","4","3","5","3","0","1","1","0","0","0","0",807578.96457900002,5820222.77938999981,13.52662052600,52.44542717800,"1"
"200127","11","0","01","001","2019","09","09","4","3","2","6","0","0","1","0","0","0","0",795917.42845300003,5831968.16860000044,13.36598662400,52.55715063500,"1"
"200128","11","0","06","006","2019","09","19","2","3","5","3","2","1","1","0","0","0","0",792650.27869499999,5815228.62000999972,13.30323642200,52.40885012600,"1"
"200129","11","0","10","010","2019","09","17","2","3","5","2","0","1","1","0","0","0","0",813776.12436699995,5830051.23407999985,13.62675699000,52.52997871800,"0"
"200130","11","0","04","004","2019","09","14","4","3","3","6","0","0","1","0","0","0","0",789986.34810900001,5826171.13038999960,13.27368894600,52.50837042900,"1"
"200131","11","0","04","004","2019","09","18","2","3","2","6","0","0","1","0","0","0","0",791895.13515099999,5823949.34922000021,13.29978685700,52.48743450100,"1"
"200132","11","0","12","012","2019","09","14","4","3","0","7","0","0","0","0","1","0","0",788914.93313699996,5836114.59939000104,13.26660006100,52.59808434500,"1"
"200133","11","0","01","001","2019","09","17","2","3","5","3","2","0","1","0","0","0","0",798135.03242499998,5827009.46368999965,13.39415304600,52.51149298400,"0"
"200134","11","0","10","010","2019","09","13","4","3","6","2","0","0","1","1","0","0","0",812237.76935900003,5830686.17905999999,13.60474953300,52.53655178700,"0"
"200135","11","0","04","004","2019","09","14","2","3","5","7","0","0","1","0","0","0","0",792479.40331500000,5824008.28689999972,13.30841878700,52.48765016700,"1"
"200136","11","0","04","004","2019","09","12","4","3","4","6","0","0","1","0","0","0","0",793319.86177800002,5823075.81419000030,13.31994065200,52.47883997000,"0"
"200137","11","0","04","004","2019","10","18","4","3","0","4","1","1","0","1","0","0","0",792718.66789200006,5825876.24225000106,13.31357393800,52.50426762700,"1"
"200138","11","0","01","001","2019","10","18","4","3","0","3","1","1","1","0","0","0","0",795112.64539700001,5826491.87088000029,13.34928793200,52.50849671900,"1"
"200139","11","0","09","009","2019","10","12","4","3","6","4","0","0","1","1","0","0","0",806729.70710400003,5822299.78407999966,13.51607206300,52.46451904200,"0"
"200140","11","0","05","005","2019","10","17","4","3","2","6","0","0","1","0","0","0","1",786514.47994100000,5829203.90103999991,13.22528692200,52.53739596000,"1"
"200141","11","0","01","001","2019","10","17","4","3","2","6","0","0","1","0","0","0","0",798471.13116999995,5829052.99005999975,13.40092451100,52.52962662300,"1"
"200142","11","0","01","001","2019","10","00","4","2","0","1","2","0","0","0","1","0","0",798625.68068400002,5829487.75392000005,13.40358657800,52.53343902400,"0"
"200143","11","0","07","007","2019","10","11","4","3","5","3","0","1","1","0","0","0","0",796273.15283100004,5823229.02402999904,13.36343577900,52.47861921000,"1"
"200144","11","0","04","004","2019","10","11","4","2","6","2","0","0","1","1","0","0","0",792043.34162099997,5822453.54042000044,13.30065310700,52.47394549900,"1"
"200145","11","0","03","003","2019","10","11","4","3","2","6","0","0","1","0","1","0","0",799274.89783699997,5831102.76333000045,13.41458393700,52.54755899200,"1"
"200146","11","0","09","009","2019","10","09","4","3","5","3","0","1","1","0","0","0","0",810258.00307500002,5820350.58707000036,13.56603109100,52.44505908200,"1"
"200147","11","0","01","001","2019","10","09","4","3","5","7","0","0","0","0","1","0","1",796748.16362899996,5830490.22087000031,13.37688370800,52.54345047600,"1"
"200148","11","0","03","003","2019","10","09","4","3","1","5","0","1","0","0","0","1","0",799958.33745300001,5831098.26405999996,13.42462860700,52.54714279300,"1"
"200149","11","0","05","005","2019","10","09","4","3","2","6","0","0","1","0","0","0","1",785317.60711999994,5829279.71905000042,13.20775334200,52.53870370200,"1"
"200150","11","0","03","003","2019","10","09","4","3","5","2","0","1","1","0","0","0","0",799841.13169299997,5830806.31493999995,13.42264177100,52.54459047700,"1"
"200151","11","0","12","012","2019","10","08","4","3","5","3","0","0","1","0","0","0","0",793405.60525400005,5837764.44120999891,13.33417456200,52.61046963900,"1"
"200152","11","0","01","001","2019","10","08","4","3","0","7","0","0","1","0","0","0","1",797010.59016599995,5828950.04626000021,13.37936555900,52.52950158200,"1"
"200153","11","0","09","009","2019","10","08","4","3","0","3","0","0","1","0","1","0","0",807645.51821999997,5819363.08722999971,13.52680528500,52.43768499900,"1"
"200154","11","0","04","004","2019","10","07","4","3","5","5","0","1","1","0","0","0","0",793436.09844700003,5823414.38884000015,13.32194524400,52.48181272500,"1"
"200155","11","0","03","003","2019","10","07","4","3","6","4","1","0","0","1","1","0","0",800474.66698099999,5832367.35001000110,13.43336866800,52.55823332800,"0"
"200156","11","0","08","008","2019","10","06","4","3","5","2","2","1","1","0","0","0","0",801414.16937300004,5820246.76109999977,13.43621355700,52.44907534500,"0"
"200157","11","0","04","004","2019","10","19","4","1","6","4","2","0","1","1","1","0","0",791137.10179999995,5822803.45031000022,13.28765386000,52.47756625600,"1"
"200158","11","0","09","009","2019","10","15","3","3","3","6","0","1","0","0","0","0","0",810875.36094799999,5820304.96471999958,13.57504281100,52.44429960800,"0"
"200159","11","0","02","002","2019","10","18","3","3","0","1","1","0","0","0","1","0","0",799892.06024999998,5825139.92303999979,13.41828237500,52.49377236100,"0"
"200160","11","0","03","003","2019","10","15","3","2","5","3","0","1","1","0","0","0","0",801256.32562899997,5831050.73230999894,13.44366941500,52.54600056600,"0"
"200161","11","0","02","002","2019","10","22","3","3","1","5","2","1","1","0","0","0","1",800667.16983699996,5826572.41576999892,13.43095819000,52.50618582800,"0"
"200162","11","0","01","001","2019","10","22","3","3","3","6","2","0","1","0","1","0","0",797007.71510999999,5828948.06192999892,13.37932152900,52.52948536100,"0"
"200163","11","0","01","001","2019","10","13","4","3","6","2","0","0","1","1","0","0","0",796641.40312799998,5826647.51496000029,13.37188596300,52.50906279100,"1"
"200164","11","0","02","002","2019","10","21","3","3","1","5","2","1","1","0","0","0","0",802259.55415600003,5827115.81111999974,13.45484183700,52.51017644200,"0"
"200165","11","0","04","004","2019","10","20","3","3","5","7","2","1","1","0","0","0","0",791451.40743599995,5825070.28055000026,13.29425100900,52.49772065800,"0"
"200166","11","0","07","007","2019","10","20","3","3","2","6","2","0","1","0","0","0","0",798464.16043599998,5819031.15282000042,13.39184867400,52.43979730300,"0"
"200167","11","0","01","001","2019","10","18","3","3","0","1","1","0","0","0","1","0","0",797160.65668200003,5831885.23472000007,13.38419680100,52.55573027900,"0"
"200168","11","0","05","005","2019","10","16","3","3","0","4","0","0","0","1","0","0","1",785919.71543200000,5831523.61079999991,13.21853892900,52.55850628500,"0"
"200169","11","0","10","010","2019","10","15","3","3","5","2","0","0","1","0","0","0","1",807798.71669200005,5830767.31904000044,13.53958435800,52.53980405900,"0"
"200170","11","0","09","009","2019","10","15","3","3","4","6","0","0","1","0","0","0","0",810088.24220199999,5823486.42640000023,13.56645393800,52.47325785400,"0"
"200171","11","0","01","001","2019","10","11","3","2","0","5","0","0","1","0","1","0","1",797014.92621599999,5826591.85061000101,13.37732381300,52.50836058300,"0"
"200172","11","0","07","007","2019","10","14","3","3","1","5","0","1","0","0","1","0","0",795508.30414100003,5824981.75664000027,13.35376067100,52.49474555200,"0"
"200173","11","0","11","011","2019","10","11","3","2","5","3","0","0","1","1","0","0","0",803863.51902699994,5828372.23948999960,13.47955089900,52.52054636400,"0"
"200174","11","0","06","006","2019","10","11","3","3","0","1","0","1","0","0","0","0","0",792211.61987199995,5819436.84442999959,13.30048279300,52.44681111400,"1"
"200175","11","0","09","009","2019","10","11","3","3","5","2","0","1","0","0","0","1","0",806598.03893000004,5822779.09994000010,13.51458039300,52.46888872200,"0"
"200176","11","0","01","001","2019","10","11","3","3","5","2","0","1","0","0","0","0","0",798332.99193699996,5828961.32375000045,13.39881193300,52.52888057500,"0"
"200177","11","0","05","005","2019","10","10","3","3","5","2","0","1","1","0","0","0","0",784591.07536300004,5827964.06673999969,13.19594348500,52.52728747000,"0"
"200178","11","0","04","004","2019","10","09","3","3","1","5","0","1","1","0","0","0","0",793181.33528700005,5822105.48125999980,13.31705381000,52.47021561600,"1"
"200179","11","0","01","001","2019","10","08","3","3","5","3","0","1","0","1","0","0","0",797465.26437400002,5826813.49323999975,13.38413775400,52.51010198900,"0"
"200180","11","0","04","004","2019","10","08","3","3","2","6","0","0","1","0","0","0","0",793329.09833900002,5826683.63936999906,13.32325306800,52.51117777200,"0"
"200181","11","0","01","001","2019","10","09","3","3","4","6","0","1","1","0","0","0","0",800152.68856699998,5826865.62122000009,13.42366517800,52.50909721800,"0"
"200182","11","0","03","003","2019","10","14","3","3","6","4","0","1","0","1","0","0","0",798825.17036900006,5829228.27967999969,13.40628557600,52.53100388200,"0"
"200183","11","0","01","001","2019","10","08","3","3","2","2","0","1","1","0","0","0","0",797862.35392899998,5826764.05379999988,13.38992729100,52.50944214900,"0"
"200184","11","0","07","007","2019","10","14","3","3","6","7","0","0","0","1","0","0","1",799317.50441299996,5819052.70968000032,13.40438456400,52.43952416300,"0"
"200185","11","0","01","001","2019","10","18","3","3","0","2","1","0","1","0","1","0","0",792670.06799400004,5828529.83048000000,13.31519419100,52.52808224900,"0"
"200186","11","0","01","001","2019","10","14","3","3","2","6","0","0","1","0","0","0","0",795770.47286200000,5825718.42941000033,13.35826527000,52.50120721400,"0"
"200187","11","0","09","009","2019","10","08","3","3","0","3","0","0","1","0","1","0","0",806122.91836300003,5820089.93303999957,13.50514237000,52.44505364900,"0"
"200188","11","0","02","002","2019","10","07","3","2","2","6","0","0","1","0","1","0","0",799874.86510399997,5825697.77257000096,13.41853204600,52.49878206800,"0"
"200189","11","0","10","010","2019","10","18","3","3","2","7","1","0","1","0","0","0","0",809787.90068299999,5834082.52637000103,13.57191419900,52.56838616500,"0"
"200190","11","0","05","005","2019","10","07","3","3","0","6","0","0","1","0","1","0","0",787627.75655900000,5829396.50647999998,13.24182255400,52.53853631100,"0"
"200191","11","0","05","005","2019","10","06","3","3","5","3","1","1","1","0","0","0","0",785135.04424600000,5829611.91089999955,13.20535396300,52.54177766200,"0"
"200192","11","0","05","005","2019","10","17","3","3","5","2","0","1","1","0","0","0","0",783238.71998800000,5830269.67812999897,13.17802779000,52.54866444700,"0"
"200193","11","0","02","002","2019","10","17","3","3","5","3","0","1","0","0","0","1","0",800618.48654700001,5827307.79452999961,13.43090722800,52.51280406500,"0"
"200194","11","0","08","008","2019","10","13","3","3","2","6","0","0","1","0","0","0","0",800911.12816600001,5824250.32266999967,13.43244420200,52.48523777800,"0"
"200195","11","0","01","001","2019","10","17","3","3","5","2","0","0","1","0","1","0","0",794670.95823200000,5829772.42078000028,13.34570547800,52.53814332100,"0"
"200196","11","0","12","012","2019","10","12","3","3","6","2","0","0","0","1","0","0","1",792107.29577600001,5837666.81838000007,13.31496909500,52.61029379600,"0"
"200197","11","0","08","008","2019","10","15","3","3","2","6","0","0","1","0","0","0","0",801314.36121000000,5819571.85560000036,13.43414068100,52.44308095600,"0"
"200198","11","0","03","003","2019","10","12","3","3","5","2","0","0","0","0","1","0","1",800501.47106300003,5830759.31421000045,13.43230758200,52.54380540000,"0"
"200199","11","0","09","009","2019","10","16","3","3","2","6","0","0","0","0","0","0","1",805361.15239900001,5822407.53287000023,13.49608854400,52.46625126200,"0"
"200200","11","0","07","007","2019","10","21","2","2","5","3","2","0","1","0","1","0","0",798894.82635800005,5821207.11338000000,13.40011266100,52.45906688800,"0"
"200201","11","0","04","004","2019","10","21","2","3","6","7","2","0","0","1","0","1","0",791118.87334499997,5829405.36060999893,13.29315979400,52.53676187800,"0"
"200202","11","0","01","001","2019","10","20","2","3","2","6","2","1","1","0","0","0","0",795338.52650000004,5829445.60027999990,13.35522921200,52.53485227600,"0"
"200203","11","0","02","002","2019","10","19","2","3","5","2","2","1","1","0","0","0","0",802107.32533599995,5827355.97984000016,13.45282358600,52.51241340300,"0"
"200204","11","0","03","003","2019","10","18","2","3","2","2","1","1","1","0","0","0","0",802329.76984900003,5829224.17511999980,13.45778943600,52.52903470000,"0"
"200205","11","0","01","001","2019","10","18","2","3","6","4","1","1","0","1","0","0","0",797045.27661199996,5826555.83760999981,13.37773755400,52.50802124000,"0"
"200206","11","0","04","004","2019","10","18","2","3","5","2","1","1","1","0","0","0","0",790689.97572800005,5822707.53342000023,13.28100528500,52.47694452500,"0"
"200207","11","0","01","001","2019","10","17","2","3","5","2","0","1","1","0","0","0","0",796123.09423699998,5826718.67540000007,13.36433456200,52.50998227500,"0"
"200208","11","0","08","008","2019","10","17","2","2","1","5","0","0","1","0","0","0","0",801452.24618200003,5818597.58530999906,13.43528450900,52.43427225300,"0"
"200209","11","0","12","012","2019","10","17","2","3","1","5","1","0","1","0","0","0","0",794819.19691199996,5833121.05515000038,13.35085848000,52.56808096500,"0"
"200210","11","0","06","006","2019","10","16","2","2","0","6","0","0","1","0","0","0","1",793399.29349299998,5820373.38645000104,13.31873070600,52.45457090500,"0"
"200211","11","0","10","010","2019","10","15","2","3","5","2","0","1","0","0","0","0","1",807934.60726099997,5829198.16882999893,13.54012810900,52.52566472600,"0"
"200212","11","0","03","003","2019","10","15","2","3","5","7","0","0","0","0","0","0","1",799096.81836499996,5830247.01011000108,13.41119504600,52.53998627600,"0"
"200213","11","0","02","002","2019","10","15","2","2","6","4","0","0","1","1","0","0","0",798285.17419199995,5826523.38533999957,13.39592328700,52.50705384100,"0"
"200214","11","0","02","002","2019","10","09","2","3","2","2","0","1","1","0","0","0","0",798622.05088300002,5825120.33155999985,13.39961393800,52.49429304600,"0"
"200215","11","0","11","011","2019","10","15","2","3","5","5","0","0","1","0","0","0","0",806148.77431899996,5825141.23247999977,13.51015608500,52.49031096800,"0"
"200216","11","0","08","008","2019","10","15","2","3","0","6","0","1","0","0","0","0","1",801954.64167200006,5824578.34917000029,13.44806217700,52.48760183400,"0"
"200217","11","0","05","005","2019","10","11","2","2","5","3","0","1","0","0","1","0","0",783923.89001199999,5828516.79923999961,13.18660731600,52.53259124400,"0"
"200218","11","0","09","009","2019","10","11","2","3","0","6","0","1","0","0","0","0","1",814203.66298699996,5821471.99285000097,13.62494954700,52.45285514700,"0"
"200219","11","0","09","009","2019","10","11","2","2","0","7","0","1","0","0","0","0","0",811923.86450000003,5820624.03820000030,13.59071744900,52.44656188800,"0"
"200220","11","0","01","001","2019","10","15","2","3","2","6","0","0","1","0","1","0","0",797711.57699300000,5829672.20614000037,13.39031534000,52.53559246200,"0"
"200221","11","0","02","002","2019","10","08","2","3","2","6","0","0","1","0","1","0","0",803278.04572900000,5826314.73154999968,13.46907355400,52.50243124800,"0"
"200222","11","0","05","005","2019","10","14","2","3","2","2","0","0","1","0","0","0","0",788016.47928400000,5829392.20321999956,13.24753444500,52.53829241400,"0"
"200223","11","0","01","001","2019","10","08","2","3","2","6","0","0","1","0","0","0","0",795888.95305000001,5830458.61876999959,13.36422265900,52.54363447700,"0"
"200224","11","0","12","012","2019","10","07","2","3","5","2","0","0","1","0","0","0","0",793352.34600000002,5832935.64499999955,13.32911448700,52.56721132600,"0"
"200225","11","0","07","007","2019","10","13","2","3","2","3","0","0","1","0","1","0","0",798081.70817899995,5814502.13626000006,13.38220429000,52.39940786100,"0"
"200226","11","0","11","011","2019","10","10","2","2","6","4","0","0","1","1","0","0","0",804921.99604200001,5831378.20155000035,13.49786037200,52.54689631600,"0"
"200227","11","0","06","006","2019","10","06","2","3","1","5","1","1","1","0","0","0","0",792761.07651299995,5819039.58504000027,13.30819625800,52.44295580500,"0"
"200228","11","0","04","004","2019","10","10","2","3","5","2","0","0","1","0","0","0","0",790960.54876899999,5824830.42348000035,13.28683117900,52.49583225900,"0"
"200229","11","0","08","008","2019","10","14","2","3","6","2","0","0","1","1","0","0","0",801120.04565500002,5821893.38520999905,13.43338371900,52.46399667800,"0"
"200230","11","0","03","003","2019","10","06","2","3","5","3","2","1","1","0","0","0","0",801742.07150199998,5829168.24399000034,13.44910160600,52.52885899700,"1"
"200231","11","0","09","009","2019","10","10","2","3","5","5","0","0","1","0","0","0","0",806237.88163099997,5821002.63693000097,13.50766529400,52.45316933200,"0"
"200232","11","0","10","010","2019","10","13","2","2","0","3","0","0","1","0","1","0","0",807840.38936200005,5829077.41507000104,13.53863193800,52.52463574200,"0"
"200233","11","0","04","004","2019","10","10","2","3","5","2","0","0","1","0","1","0","0",790538.14948000002,5827349.79052999895,13.28282559200,52.51864357700,"0"
"200234","11","0","04","004","2019","10","13","2","3","5","3","0","1","1","0","0","0","0",792075.57373499998,5828588.71212000027,13.30650749500,52.52892894900,"0"
"200235","11","0","10","010","2019","10","09","2","3","5","2","0","0","1","0","0","0","0",810967.11517200002,5828193.98061999958,13.58374537300,52.51494476700,"0"
"200236","11","0","02","002","2019","10","09","2","3","2","6","0","0","1","0","1","0","0",798657.31697599997,5825583.13915999979,13.40054679100,52.49842220700,"0"
"200237","11","0","03","003","2019","10","12","2","2","5","3","0","1","1","0","0","0","0",799133.85300100001,5830368.05585000105,13.41184846900,52.54105093700,"0"
"200238","11","0","07","007","2019","10","09","2","3","0","1","0","1","0","0","0","0","0",797230.50030499999,5823036.91272999905,13.37731949500,52.47637693400,"0"
"200239","11","0","02","002","2019","10","08","2","3","0","7","0","0","0","0","1","0","0",798765.00236599997,5826177.33134999964,13.40266146200,52.50368939200,"1"
"200240","11","0","07","007","2019","10","12","2","3","2","6","0","0","1","0","0","0","0",797298.33202199999,5822660.07888999954,13.37797939100,52.47296208700,"0"
"200241","11","0","08","008","2019","10","16","1","3","5","3","0","1","1","0","0","0","0",800613.68500699999,5823773.77735000104,13.42764734000,52.48113017400,"0"
"200242","11","0","03","003","2019","10","22","1","2","3","6","2","1","0","0","0","0","1",798724.76873300003,5833121.22893000022,13.40831169700,52.56595343700,"0"
"200243","11","0","03","003","2019","10","17","1","3","4","6","0","1","0","0","0","0","0",800012.60476400005,5834827.18075999990,13.42879824700,52.58053611200,"0"
"200244","11","0","09","009","2019","10","16","1","3","2","6","0","0","1","0","0","0","0",812097.31623200001,5819747.55826999899,13.59244276200,52.43860844000,"1"
"200245","11","0","12","012","2019","10","16","1","3","0","1","0","0","0","0","1","0","0",795588.59905700001,5837241.42098999955,13.36585303300,52.60459857900,"0"
"200246","11","0","03","003","2019","10","15","1","3","2","6","0","0","1","0","1","0","0",796407.42753999995,5834670.14551999979,13.37560782200,52.58110434200,"0"
"200247","11","0","01","001","2019","10","15","1","2","2","6","0","0","1","0","1","0","0",795161.15054299997,5825917.25275999960,13.34949109900,52.50331944900,"0"
"200248","11","0","01","001","2019","10","13","1","3","5","3","0","1","0","0","1","0","0",796569.36699999997,5826870.40400000010,13.37102625700,52.51109993600,"0"
